0.000000	0.345215
0.732422	0.398879
1.464844	0.683074
2.197266	0.433154
2.929688	0.432456
3.662109	0.696400
4.394531	0.274323
5.126953	0.244708
5.859375	1.159645
6.591797	1.497497
7.324219	0.714645
8.056641	0.839745
8.789062	1.001929
9.521484	0.721117
10.253906	1.058921
10.986328	1.387166
11.718750	2.382003
12.451172	0.405109
13.183594	0.597822
13.916016	0.997792
14.648438	1.122333
15.380859	0.754425
16.113281	0.275493
16.845703	1.250216
17.578125	0.808028
18.310547	0.549069
19.042969	1.421412
19.775391	1.776531
20.507812	0.751438
21.240234	1.936915
21.972656	1.043458
22.705078	1.371375
23.437500	2.625441
24.169922	1.847983
24.902344	1.357377
25.634766	1.221307
26.367188	1.335262
27.099609	0.695243
27.832031	1.245618
28.564453	2.593841
29.296875	0.180607
30.029297	1.682445
30.761719	1.011614
31.494141	4.443948
32.226562	1.654799
32.958984	4.234759
33.691406	2.738166
34.423828	4.010914
35.156250	1.996792
35.888672	3.601706
36.621094	2.883793
37.353516	2.600537
38.085938	5.357554
38.818359	4.766557
39.550781	3.384210
40.283203	4.041523
41.015625	5.481797
41.748047	5.352977
42.480469	9.700854
43.212891	3.281318
43.945312	6.689626
44.677734	5.469751
45.410156	5.302866
46.142578	4.699984
46.875000	8.403861
47.607422	6.573165
48.339844	5.300716
49.072266	13.747459
49.804688	6.176085
50.537109	3.960524
51.269531	7.033091
52.001953	2.503324
52.734375	6.301667
53.466797	1.468665
54.199219	6.918981
54.931641	4.268257
55.664062	4.997355
56.396484	4.842421
57.128906	4.702889
57.861328	7.218779
58.593750	8.887376
59.326172	3.634030
60.058594	8.267567
60.791016	7.987324
61.523438	4.840006
62.255859	7.821504
62.988281	6.119680
63.720703	5.627565
64.453125	2.720037
65.185547	5.659648
65.917969	6.087711
66.650391	5.283080
67.382812	1.941540
68.115234	7.034751
68.847656	6.454241
69.580078	6.989643
70.312500	3.918504
71.044922	7.269786
71.777344	4.671585
72.509766	8.390358
73.242188	7.672917
73.974609	4.811576
74.707031	6.881472
75.439453	7.813977
76.171875	2.662729
76.904297	2.434162
77.636719	5.193570
78.369141	6.346803
79.101562	6.381928
79.833984	7.480241
80.566406	5.231960
81.298828	5.721026
82.031250	0.311131
82.763672	7.765556
83.496094	7.328173
84.228516	5.603866
84.960938	6.471453
85.693359	5.026522
86.425781	9.073685
87.158203	3.638498
87.890625	16.447781
88.623047	14.566493
89.355469	1.636438
90.087891	2.129781
90.820312	2.697303
91.552734	4.764250
92.285156	3.768317
93.017578	5.269023
93.750000	2.277027
94.482422	7.708172
95.214844	6.798473
95.947266	10.282360
96.679688	12.278097
97.412109	45.289053
98.144531	6.844909
98.876953	4.255184
99.609375	7.574553
100.341797	7.511115
101.074219	1.456490
101.806641	4.632256
102.539062	6.129996
103.271484	5.762281
104.003906	2.587257
104.736328	5.747481
105.468750	6.922824
106.201172	19.946396
106.933594	9.920453
107.666016	8.199831
108.398438	10.272325
109.130859	12.391482
109.863281	4.655412
110.595703	13.897496
111.328125	5.920484
112.060547	12.724772
112.792969	7.678523
113.525391	6.493522
114.257812	1.889556
114.990234	7.503993
115.722656	8.260846
116.455078	4.348604
117.187500	5.194609
117.919922	3.619965
118.652344	5.220542
119.384766	2.942957
120.117188	4.814154
120.849609	1.907640
121.582031	2.860981
122.314453	1.940892
123.046875	6.688097
123.779297	3.385290
124.511719	2.428730
125.244141	2.352838
125.976562	6.854189
126.708984	4.880635
127.441406	8.772846
128.173828	5.461388
128.906250	4.362200
129.638672	2.791292
130.371094	2.775798
131.103516	2.723009
131.835938	4.674838
132.568359	7.480758
133.300781	8.533323
134.033203	7.791415
134.765625	8.514146
135.498047	6.060548
136.230469	3.966686
136.962891	4.385748
137.695312	7.565758
138.427734	12.515570
139.160156	5.477043
139.892578	5.987327
140.625000	7.924870
141.357422	6.476482
142.089844	3.800171
142.822266	2.946030
143.554688	0.385549
144.287109	2.718211
145.019531	2.102896
145.751953	5.813824
146.484375	7.644928
147.216797	9.915297
147.949219	2.348652
148.681641	2.862441
149.414062	5.199576
150.146484	6.471378
150.878906	0.857661
151.611328	0.913916
152.343750	4.061096
153.076172	3.383062
153.808594	4.035450
154.541016	0.544860
155.273438	3.834978
156.005859	4.892263
156.738281	4.742868
157.470703	4.198091
158.203125	1.967762
158.935547	5.024768
159.667969	5.213223
160.400391	5.394587
161.132812	5.021981
161.865234	4.803296
162.597656	7.549306
163.330078	7.123927
164.062500	4.207981
164.794922	5.346464
165.527344	5.135631
166.259766	5.898162
166.992188	2.629742
167.724609	4.702830
168.457031	1.141823
169.189453	5.234827
169.921875	6.437480
170.654297	5.329089
171.386719	3.849407
172.119141	5.395518
172.851562	5.452219
173.583984	6.200764
174.316406	2.457404
175.048828	3.785188
175.781250	6.284570
176.513672	10.971049
177.246094	5.130389
177.978516	0.924600
178.710938	5.959377
179.443359	4.140551
180.175781	4.606917
180.908203	7.211392
181.640625	1.981674
182.373047	10.588292
183.105469	5.544422
183.837891	1.564233
184.570312	4.510913
185.302734	5.612554
186.035156	1.729211
186.767578	8.687190
187.500000	11.192860
188.232422	7.639210
188.964844	5.847549
189.697266	8.482315
190.429688	5.817719
191.162109	2.360313
191.894531	2.077437
192.626953	8.965908
193.359375	6.541115
194.091797	6.796337
194.824219	5.299280
195.556641	2.042772
196.289062	7.097778
197.021484	2.223160
197.753906	3.699013
198.486328	2.791284
199.218750	4.593763
199.951172	7.389862
200.683594	4.169897
201.416016	1.680724
202.148438	2.355043
202.880859	7.786261
203.613281	8.815412
204.345703	3.027937
205.078125	10.794983
205.810547	6.575848
206.542969	15.016767
207.275391	9.322485
208.007812	7.886423
208.740234	23.416051
209.472656	48.195070
210.205078	61.158871
210.937500	65.373943
211.669922	31.145892
212.402344	22.465666
213.134766	43.928919
213.867188	24.595076
214.599609	44.459414
215.332031	40.129070
216.064453	41.016272
216.796875	33.330034
217.529297	38.346431
218.261719	65.178808
218.994141	27.205494
219.726562	30.712201
220.458984	31.841799
221.191406	12.899111
221.923828	9.096241
222.656250	29.613951
223.388672	29.559209
224.121094	11.006154
224.853516	12.587514
225.585938	12.031025
226.318359	6.058825
227.050781	2.900150
227.783203	7.864092
228.515625	7.075364
229.248047	8.317661
229.980469	8.961007
230.712891	10.341859
231.445312	3.269802
232.177734	4.653426
232.910156	10.020700
233.642578	9.425584
234.375000	5.568801
235.107422	7.703090
235.839844	7.293323
236.572266	4.493631
